PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
339,0,3,"Wilson, Miss. Margaret",female,17,1,1,347082,17.6648,F33,C
340,1,3,"Jones, Mr. Robert",male,32,2,0,244373,12.8298,,S
341,1,1,"Moore, Mrs. Thomas (Clara)",female,39,0,0,349909,187.7878,,C
342,0,3,"Anderson, Mr. Joseph",male,53,1,0,A/5 21171,14.8769,,C
343,1,3,"Brown, Mr. William",male,18,0,0,330877,18.8174,E101,S
344,1,1,"Moore, Mrs. Thomas (Clara)",female,16,0,0,382652,68.4418,C123,S
345,1,3,"Wilson, Mr. George",male,56,0,1,349909,13.2171,F33,S
346,1,1,"Wilson, Miss. Margaret",female,34,3,0,2649,119.936,,S
347,0,3,"Moore, Mr. Thomas",male,26,1,1,373450,9.2889,,Q
348,0,1,"Miller, Mr. Charles",male,37,0,0,PC 17599,171.8918,,Q
349,0,2,"Moore, Mr. Thomas",male,52,0,0,PP 9549,29.4136,,Q
350,0,3,"Davis, Mr. James",male,8,2,0,347742,16.155,,C
351,1,3,"Davis, Miss. Emma",female,39,0,0,17463,16.6422,C85,C
352,0,3,"Miller, Mr. Charles",male,29,0,0,382652,7.4139,,S
353,0,3,"Miller, Mr. Charles",male,,0,2,347082,14.2341,B78,Q
354,1,1,"Anderson, Mrs. Joseph (Bertha)",female,21,0,1,113803,52.8898,F33,C
355,1,2,"Smith, Mrs. John (Mary)",female,22,0,0,382652,26.84,,S
356,0,2,"Jones, Mr. Robert",male,40,0,1,2649,21.4412,G6,S
357,0,3,"Wilson, Mr. George",male,32,0,0,373450,14.7729,A12,S
358,0,1,"Moore, Mrs. Thomas (Clara)",female,12,0,0,2649,160.3769,,S
359,0,3,"Smith, Mrs. John (Mary)",female,6,1,0,PC 17599,15.753,,S
360,1,1,"Moore, Mr. Thomas",male,,2,0,A/5 21171,103.947,C103,S
361,0,2,"Jones, Mr. Robert",male,,0,0,373450,11.3655,E46,Q
362,1,2,"Smith, Mrs. John (Mary)",female,37,2,0,2649,34.6637,B78,S
363,1,1,"Wilson, Miss. Margaret",female,34,0,1,2649,193.9389,,Q
364,0,1,"Wilson, Mr. George",male,20,0,0,345763,61.7593,,C
365,1,1,"Anderson, Mr. Joseph",male,29,0,0,113803,156.4323,D56,Q
366,0,2,"Davis, Mr. James",male,,0,0,13502,13.8465,,S
367,0,1,"Jackson, Mr. Samuel",male,36,0,0,248706,51.6691,E46,S
368,0,1,"Taylor, Mr. Henry",male,25,0,0,347082,83.0235,D56,C
369,0,3,"Anderson, Mr. Joseph",male,,0,0,113803,17.3967,,S
370,1,3,"Davis, Miss. Emma",female,9,1,0,237736,16.538,,Q
371,0,3,"Taylor, Miss. Annie",female,29,1,0,113803,9.365,A12,Q
372,1,2,"Anderson, Mr. Joseph",male,16,1,0,17463,14.9753,,C
373,1,1,"Jones, Miss. Alice",female,48,0,0,347742,110.3374,,S
374,0,1,"Wilson, Mr. George",male,25,0,0,237736,33.1266,,Q
375,0,3,"Moore, Mr. Thomas",male,39,0,1,350406,12.7499,,Q
376,1,2,"Brown, Mrs. William (Sarah)",female,44,0,0,345763,14.169,,S
377,0,3,"Wilson, Mr. George",male,,1,0,244373,8.4552,,C
378,0,3,"Jackson, Mr. Samuel",male,21,0,0,17463,12.6896,,S
379,0,2,"Miller, Mr. Charles",male,35,0,0,382652,31.5864,,S
380,0,3,"Anderson, Mr. Joseph",male,32,0,1,113783,14.3482,,S
381,0,3,"Anderson, Mr. Joseph",male,,0,0,13502,12.8407,C103,S
382,0,1,"Taylor, Mr. Henry",male,44,1,0,A/5 21171,45.5654,,Q
383,0,3,"Moore, Mrs. Thomas (Clara)",female,15,0,0,248706,17.0345,E46,S
384,1,1,"Davis, Mr. James",male,28,0,1,19952,96.5132,,S
385,0,3,"Miller, Mr. Charles",male,36,0,0,19952,13.7806,F33,C
386,0,2,"Wilson, Mr. George",male,54,0,1,244373,24.474,F33,Q
387,1,2,"Brown, Mr. William",male,23,0,0,345763,23.3978,,S
388,0,2,"Smith, Mr. John",male,8,1,0,244373,38.9371,,S
389,0,3,"Moore, Mr. Thomas",male,,0,0,PP 9549,10.7649,,Q
390,0,3,"Miller, Mr. Charles",male,38,0,0,13502,17.0586,,S
391,1,3,"Jones, Miss. Alice",female,11,0,0,347082,19.6347,,C
392,1,3,"Jackson, Mr. Samuel",male,51,0,0,237736,13.3867,E46,S
393,1,1,"Anderson, Mrs. Joseph (Bertha)",female,29,0,0,PP 9549,113.5917,,Q
394,0,2,"Taylor, Mr. Henry",male,29,0,0,382652,21.3124,,S
395,0,3,"Davis, Miss. Emma",female,44,0,0,248706,16.8298,,S
396,1,3,"Wilson, Mr. George",male,,0,0,17463,15.1055,,Q
397,0,3,"Davis, Mr. James",male,25,1,0,347742,7.995,,S
398,0,1,"Taylor, Mr. Henry",male,63,0,2,2649,143.2671,,S
399,1,3,"Anderson, Mrs. Joseph (Bertha)",female,16,0,0,347742,7.7431,,C
400,0,3,"Brown, Mr. William",male,57,2,0,345763,10.2093,D56,S
401,0,3,"Miller, Mrs. Charles (Helen)",female,,0,0,237736,14.1917,,Q
402,0,1,"Miller, Mr. Charles",male,19,1,0,19952,174.5071,D56,S
403,0,1,"Moore, Mr. Thomas",male,42,0,0,330877,100.6383,,S
404,0,3,"Miller, Mr. Charles",male,49,0,0,350406,12.2993,F33,S
405,0,1,"Miller, Mr. Charles",male,52,1,0,2649,155.3038,E46,S
406,1,3,"Anderson, Mrs. Joseph (Bertha)",female,17,0,0,347082,14.748,,S
407,0,2,"Brown, Mr. William",male,36,0,0,248706,23.9126,,S
408,0,3,"Moore, Mr. Thomas",male,37,0,0,347082,9.0121,,C
409,0,3,"Miller, Mr. Charles",male,33,1,0,17463,8.5194,,S
410,0,2,"Jackson, Mr. Samuel",male,25,0,3,350406,13.1179,,S
411,0,2,"Wilson, Mr. George",male,30,0,1,382652,10.8571,C123,C
412,0,3,"Jackson, Mr. Samuel",male,1,0,0,2649,14.4657,C103,Q
413,0,2,"Miller, Mr. Charles",male,42,0,0,345763,17.7942,,S
414,1,3,"Moore, Mrs. Thomas (Clara)",female,26,2,0,A/5 21171,5.137,C85,S
415,0,3,"Moore, Mr. Thomas",male,30,0,0,113803,14.6899,,S
416,0,2,"Moore, Mr. Thomas",male,51,0,0,17463,34.2643,,S
417,0,1,"Brown, Mr. William",male,16,1,0,A/5 21171,81.1127,,Q
418,0,1,"Miller, Mr. Charles",male,25,0,0,382652,84.8347,B78,S
419,0,3,"Anderson, Mr. Joseph",male,,0,0,349909,10.8863,B78,S
420,0,3,"Taylor, Mr. Henry",male,7,3,0,349909,10.772,,S
421,1,3,"Smith, Mrs. John (Mary)",female,42,0,0,373450,14.4375,F33,Q
422,1,2,"Moore, Mr. Thomas",male,,1,0,17463,13.3879,C123,S
423,0,3,"Jackson, Mr. Samuel",male,28,2,0,113803,15.3613,,S
424,0,2,"Anderson, Mr. Joseph",male,10,0,0,244373,14.6176,,S
425,1,1,"Moore, Mrs. Thomas (Clara)",female,57,1,0,237736,58.7689,E46,S
426,0,3,"Miller, Mr. Charles",male,24,0,0,17463,15.986,,Q
427,0,1,"Moore, Mr. Thomas",male,50,0,0,13502,136.6546,,S
428,1,3,"Anderson, Mrs. Joseph (Bertha)",female,24,0,0,113783,12.4632,,S
429,0,2,"Smith, Mr. John",male,,0,2,244373,15.3592,,S
430,0,1,"Smith, Mr. John",male,9,0,0,13502,128.3027,E46,S
431,1,3,"Moore, Mr. Thomas",male,12,0,0,13502,10.4139,E46,S
432,0,2,"Davis, Mr. James",male,,2,2,349909,12.9136,F33,C
433,1,1,"Jackson, Miss. Florence",female,3,0,0,248706,155.569,E46,C
434,0,3,"Taylor, Mr. Henry",male,,0,0,2649,19.9765,E46,S
435,0,3,"Anderson, Mr. Joseph",male,31,0,0,382652,8.2089,,S
436,1,2,"Miller, Mr. Charles",male,15,0,0,347742,39.8024,,S
437,1,1,"Jones, Mr. Robert",male,54,0,0,347082,125.0321,,C
438,0,1,"Jackson, Mr. Samuel",male,20,0,0,113783,124.8353,,S
439,1,3,"Jackson, Mr. Samuel",male,23,0,0,PC 17599,15.9618,G6,S
440,0,3,"Jackson, Mr. Samuel",male,12,2,0,PC 17599,16.5559,,C
441,0,2,"Taylor, Mr. Henry",male,39,0,0,113803,21.7865,,Q
442,0,1,"Moore, Mr. Thomas",male,43,0,0,350406,33.6294,,S
443,0,3,"Davis, Miss. Emma",female,,0,0,347742,14.7837,F33,Q
444,0,2,"Wilson, Mr. George",male,22,0,0,PP 9549,15.7147,,S
445,1,1,"Davis, Mr. James",male,13,0,0,330877,186.7373,,S
446,0,3,"Miller, Mrs. Charles (Helen)",female,,2,2,373450,18.0313,,S
447,0,2,"Brown, Mr. William",male,29,1,0,19952,28.6913,,C
448,0,3,"Taylor, Mr. Henry",male,20,0,0,350406,9.0692,,S
449,0,3,"Anderson, Mrs. Joseph (Bertha)",female,24,1,0,244373,19.6969,,S
450,0,3,"Davis, Mr. James",male,,0,2,113783,5.3223,A12,S
451,1,3,"Anderson, Mrs. Joseph (Bertha)",female,,0,0,237736,19.9399,,S
452,0,3,"Moore, Mrs. Thomas (Clara)",female,32,0,0,350406,7.2756,,S
453,1,3,"Taylor, Miss. Annie",female,22,0,0,349909,14.0805,F33,S
454,0,3,"Brown, Mr. William",male,16,0,0,19952,18.4796,C103,S
455,0,3,"Moore, Mr. Thomas",male,36,1,0,382652,16.4815,C103,S
456,1,3,"Smith, Mrs. John (Mary)",female,25,0,0,13502,6.9732,,S
457,0,3,"Wilson, Mr. George",male,24,0,0,244373,14.0707,,C
458,0,3,"Davis, Mr. James",male,17,2,2,113803,19.253,,S
459,1,1,"Jackson, Miss. Florence",female,13,1,0,350406,160.8376,G6,S
460,1,3,"Taylor, Miss. Annie",female,14,1,1,347742,12.8097,D56,S
461,0,3,"Miller, Mr. Charles",male,14,0,0,17463,10.9706,C85,C
462,0,2,"Anderson, Mr. Joseph",male,,0,1,19952,23.5509,,S
463,0,3,"Davis, Miss. Emma",female,,0,0,237736,13.8547,D56,S
464,0,2,"Wilson, Mr. George",male,24,1,0,350406,31.1868,,Q
465,0,3,"Brown, Mrs. William (Sarah)",female,36,0,0,17463,18.0696,,S
466,0,3,"Brown, Mr. William",male,44,2,0,13502,7.7104,,S
467,0,3,"Taylor, Mr. Henry",male,4,0,0,113803,14.8921,C103,C
468,0,3,"Brown, Mr. William",male,30,0,1,347082,8.1146,,S
469,1,1,"Miller, Mrs. Charles (Helen)",female,33,0,0,17463,56.1935,,Q
470,0,3,"Jones, Miss. Alice",female,18,1,0,113803,18.4629,C103,Q
471,0,2,"Anderson, Mr. Joseph",male,27,1,0,13502,13.2791,,C
472,1,3,"Wilson, Miss. Margaret",female,43,0,0,345763,19.9254,,C
473,0,3,"Jones, Mr. Robert",male,37,0,0,248706,11.9733,,C
474,0,1,"Jones, Mr. Robert",male,23,0,0,345763,69.5231,C85,S
475,0,3,"Brown, Mrs. William (Sarah)",female,,0,0,113783,19.4017,,S
476,0,3,"Taylor, Mr. Henry",male,37,0,1,345763,18.4389,C103,S
477,1,2,"Wilson, Miss. Margaret",female,29,0,0,237736,33.9861,,S
478,0,3,"Miller, Mr. Charles",male,21,0,0,237736,16.7352,C123,S
479,0,2,"Jones, Mr. Robert",male,28,2,0,349909,19.0695,E46,S
480,0,3,"Anderson, Mr. Joseph",male,,0,0,330877,18.8546,C85,S
481,0,3,"Jones, Mr. Robert",male,1,0,0,PC 17599,17.9722,,S
482,0,3,"Miller, Mr. Charles",male,,0,0,349909,14.8848,,S
483,0,2,"Miller, Mr. Charles",male,25,0,0,13502,14.4796,,S
484,1,3,"Miller, Mr. Charles",male,19,1,0,2649,7.5691,,S
485,0,2,"Brown, Mr. William",male,26,0,0,13502,22.794,,C
486,0,2,"Taylor, Mr. Henry",male,,1,0,113803,37.6835,E101,S
487,1,3,"Jackson, Miss. Florence",female,9,0,0,350406,8.3569,,S
488,1,1,"Jones, Miss. Alice",female,33,0,0,382652,36.4389,E46,C
489,0,3,"Jones, Mr. Robert",male,15,1,0,382652,13.3422,C85,Q
490,0,2,"Jackson, Mr. Samuel",male,22,3,0,19952,20.2214,C103,C
491,1,3,"Taylor, Mr. Henry",male,27,0,0,373450,13.8824,C123,Q
492,0,3,"Moore, Mr. Thomas",male,25,0,1,PC 17599,16.5702,C123,C
493,0,1,"Moore, Mrs. Thomas (Clara)",female,43,0,0,349909,117.9698,,C
494,1,1,"Wilson, Miss. Margaret",female,17,0,2,13502,188.9184,,S
495,0,3,"Anderson, Mr. Joseph",male,,0,0,PP 9549,5.7969,E46,S
496,0,3,"Taylor, Mr. Henry",male,20,0,0,2649,14.9373,,S
497,1,2,"Jones, Miss. Alice",female,35,4,0,244373,14.0283,,S
498,0,3,"Jackson, Miss. Florence",female,,1,1,382652,18.4037,C103,S
499,0,3,"Anderson, Mr. Joseph",male,24,0,1,2649,8.5512,,C
500,0,3,"Jones, Mr. Robert",male,,0,0,237736,19.4261,,Q
501,0,3,"Jones, Mr. Robert",male,37,0,0,13502,19.4062,F33,S
502,0,1,"Miller, Mr. Charles",male,13,1,0,PC 17599,193.1017,C85,S
503,1,3,"Jackson, Mr. Samuel",male,33,0,0,13502,13.6721,,S
504,0,1,"Miller, Mr. Charles",male,,1,0,373450,132.7646,,S
505,0,3,"Anderson, Mrs. Joseph (Bertha)",female,21,1,0,113803,7.7121,,S
506,1,3,"Taylor, Mr. Henry",male,18,1,0,19952,10.7475,,S
507,0,3,"Anderson, Mr. Joseph",male,30,0,0,350406,16.1923,,C
508,0,3,"Anderson, Mr. Joseph",male,23,2,0,2649,15.1774,,S
509,0,3,"Moore, Mrs. Thomas (Clara)",female,50,0,0,19952,14.8151,D56,S
510,1,3,"Jones, Mr. Robert",male,16,0,0,373450,5.1271,,C
511,0,3,"Davis, Miss. Emma",female,26,0,0,373450,13.9121,,S
512,1,1,"Jones, Mr. Robert",male,19,0,1,PP 9549,57.3345,,S
513,0,3,"Brown, Mrs. William (Sarah)",female,37,1,1,PC 17599,9.8511,,S
514,1,2,"Davis, Mr. James",male,,0,0,17463,24.7517,,C
515,0,3,"Miller, Mr. Charles",male,24,0,0,113803,11.6237,,S
516,1,1,"Brown, Mrs. William (Sarah)",female,43,0,0,19952,93.3347,C123,C
517,1,1,"Jones, Miss. Alice",female,29,0,0,A/5 21171,167.1482,F33,S
518,1,2,"Jones, Miss. Alice",female,39,0,0,113783,11.6558,E46,Q
519,1,1,"Davis, Mr. James",male,41,0,0,373450,92.2286,C85,C
520,0,3,"Jackson, Mr. Samuel",male,,1,0,350406,7.8964,,C
521,0,1,"Smith, Mr. John",male,4,4,0,349909,34.8095,G6,S
522,1,3,"Jones, Miss. Alice",female,22,1,0,244373,13.6902,,S
523,0,3,"Jones, Mr. Robert",male,50,0,0,19952,9.6101,D56,S
524,1,1,"Wilson, Miss. Margaret",female,,0,0,373450,60.4622,G6,S
525,1,3,"Wilson, Mr. George",male,,1,1,237736,13.8963,,S
526,0,1,"Jones, Mr. Robert",male,36,0,2,17463,32.1223,,C
527,0,1,"Moore, Mr. Thomas",male,,0,0,349909,180.2101,B78,S
528,1,1,"Jones, Mr. Robert",male,30,0,0,248706,132.1087,C85,S
529,0,1,"Anderson, Mr. Joseph",male,,0,0,382652,158.1974,A12,S
530,0,3,"Taylor, Miss. Annie",female,36,1,0,17463,19.5286,B78,S
531,0,3,"Smith, Mr. John",male,26,1,0,17463,5.6498,F33,S
532,1,3,"Davis, Mr. James",male,,1,0,373450,9.8896,C123,S
533,1,2,"Taylor, Mr. Henry",male,44,0,0,330877,24.1297,,C
534,0,1,"Miller, Mr. Charles",male,,0,0,330877,87.7533,,S
535,0,1,"Brown, Mr. William",male,42,1,0,19952,76.6533,,S
536,1,3,"Taylor, Miss. Annie",female,,0,3,248706,13.8737,,S
537,0,3,"Jackson, Mr. Samuel",male,40,1,0,PC 17599,7.2345,,C
538,0,1,"Davis, Mr. James",male,46,1,1,A/5 21171,104.1772,,Q
539,0,3,"Miller, Mr. Charles",male,33,0,3,19952,5.239,,C
540,0,3,"Smith, Mr. John",male,33,1,0,113783,11.9644,,C
541,0,3,"Jones, Mr. Robert",male,1,0,0,PC 17599,8.1072,,S
542,0,3,"Jones, Miss. Alice",female,40,0,0,330877,14.7226,F33,S
543,0,3,"Davis, Mr. James",male,,2,0,347082,19.3866,,S
544,0,3,"Jones, Mr. Robert",male,34,0,0,2649,12.5218,B78,Q
545,1,3,"Jones, Mr. Robert",male,20,1,0,17463,18.2597,,C
546,1,2,"Anderson, Mrs. Joseph (Bertha)",female,,1,0,248706,36.2498,,S
547,0,3,"Jones, Mr. Robert",male,,0,0,345763,9.3728,,S
548,0,3,"Anderson, Mr. Joseph",male,10,0,0,PP 9549,15.453,D56,C
549,0,3,"Miller, Mrs. Charles (Helen)",female,30,0,1,13502,7.2251,D56,S
550,1,3,"Brown, Mrs. William (Sarah)",female,18,1,0,373450,14.9953,,S
551,0,1,"Wilson, Mr. George",male,,0,0,347082,31.0706,E46,S
552,1,2,"Brown, Mrs. William (Sarah)",female,30,1,2,345763,37.8343,,Q
553,1,2,"Brown, Mrs. William (Sarah)",female,30,2,3,113783,27.2118,E101,C
554,0,3,"Jones, Miss. Alice",female,38,0,1,13502,11.6896,C123,S
555,1,3,"Taylor, Mr. Henry",male,43,0,0,350406,13.0762,,Q
556,0,1,"Wilson, Mr. George",male,58,0,1,347082,89.6852,,S
557,1,2,"Taylor, Miss. Annie",female,18,1,0,248706,39.7779,C85,S
558,0,3,"Jackson, Mr. Samuel",male,23,3,0,A/5 21171,10.0313,G6,S
559,1,2,"Brown, Mrs. William (Sarah)",female,23,1,0,2649,14.1078,G6,S
560,1,3,"Miller, Mrs. Charles (Helen)",female,14,0,1,PP 9549,7.3104,B78,S
561,0,2,"Jones, Mr. Robert",male,21,0,0,19952,39.83,,S
562,1,3,"Miller, Mr. Charles",male,15,0,0,330877,5.2632,,S
563,1,2,"Wilson, Miss. Margaret",female,,0,0,PP 9549,37.3631,,S
564,1,3,"Anderson, Mrs. Joseph (Bertha)",female,1,0,0,PP 9549,16.2894,C123,S
565,1,2,"Moore, Mrs. Thomas (Clara)",female,16,0,0,373450,33.3642,C123,S
566,1,1,"Anderson, Mr. Joseph",male,27,0,0,248706,191.6867,F33,S
567,0,3,"Jackson, Mr. Samuel",male,44,0,1,17463,18.3459,A12,S
568,0,3,"Brown, Mr. William",male,22,1,0,113803,8.3986,,S
569,0,2,"Smith, Mrs. John (Mary)",female,,0,0,244373,15.8905,A12,S
570,1,1,"Davis, Mr. James",male,,1,1,17463,186.0172,E101,S
571,0,3,"Anderson, Mr. Joseph",male,,0,0,345763,10.283,,S
572,0,3,"Jones, Mr. Robert",male,39,0,2,244373,13.0569,,Q
573,1,2,"Davis, Mr. James",male,30,0,0,248706,21.3885,A12,S
574,1,1,"Anderson, Mrs. Joseph (Bertha)",female,,0,1,113783,148.3279,,S
575,1,3,"Moore, Mr. Thomas",male,28,0,0,244373,19.7744,,S
576,0,3,"Jones, Mr. Robert",male,,0,0,350406,12.8399,,S
577,1,2,"Wilson, Mr. George",male,,3,0,373450,39.2562,,C
578,1,1,"Moore, Mr. Thomas",male,8,1,0,13502,157.353,E46,C
579,0,3,"Smith, Mrs. John (Mary)",female,36,0,0,113803,19.136,,S
580,0,3,"Jones, Mr. Robert",male,,0,0,382652,14.3485,A12,C
581,1,1,"Smith, Mrs. John (Mary)",female,39,0,1,350406,120.6585,C103,S
582,1,3,"Moore, Mrs. Thomas (Clara)",female,35,1,1,350406,7.4622,,S
583,0,3,"Brown, Mr. William",male,31,1,0,350406,12.1387,A12,S
584,0,2,"Wilson, Mr. George",male,19,0,0,113783,13.8459,E46,S
585,0,2,"Miller, Mr. Charles",male,8,0,0,113803,17.0387,E101,S
586,0,3,"Anderson, Mr. Joseph",male,,0,0,A/5 21171,11.3371,C103,S
587,0,3,"Wilson, Mr. George",male,19,1,0,113783,15.1267,B78,Q
588,0,1,"Anderson, Mr. Joseph",male,39,0,2,237736,38.1812,,S
589,1,1,"Jones, Miss. Alice",female,31,1,0,244373,83.9467,E101,Q
590,0,2,"Wilson, Mr. George",male,,0,0,350406,29.9037,,C
591,0,2,"Brown, Mr. William",male,52,1,0,349909,25.4867,E101,C
592,1,3,"Smith, Mrs. John (Mary)",female,25,1,2,347082,19.0195,A12,S
593,1,3,"Jones, Mr. Robert",male,49,1,0,237736,17.9028,,C
594,0,3,"Taylor, Mr. Henry",male,18,0,0,248706,17.4084,B78,Q
595,1,2,"Anderson, Mrs. Joseph (Bertha)",female,20,0,1,244373,18.3332,,S
596,0,3,"Jones, Mr. Robert",male,25,2,2,347742,15.0751,G6,S
597,1,1,"Miller, Mrs. Charles (Helen)",female,38,1,2,347742,188.0222,B78,S
598,1,3,"Jones, Miss. Alice",female,38,1,2,237736,8.2701,,S
599,0,2,"Moore, Mr. Thomas",male,10,0,2,237736,19.4947,B78,S
600,0,3,"Smith, Mrs. John (Mary)",female,22,2,0,2649,17.6221,,S
601,1,2,"Taylor, Mr. Henry",male,4,1,0,350406,17.0915,G6,S
602,0,3,"Wilson, Miss. Margaret",female,48,1,0,237736,11.5827,C103,S
603,0,3,"Jones, Miss. Alice",female,19,0,1,345763,15.7608,,S
604,1,1,"Taylor, Mr. Henry",male,18,1,0,350406,57.1544,,S
605,0,1,"Brown, Mr. William",male,26,0,0,113783,159.3313,,C
606,0,3,"Jones, Miss. Alice",female,,0,0,17463,9.227,C103,S
607,0,2,"Jones, Mr. Robert",male,27,0,0,237736,16.8612,D56,S
608,0,3,"Jackson, Mr. Samuel",male,28,0,0,345763,10.5188,,S
609,1,2,"Miller, Mrs. Charles (Helen)",female,24,0,1,330877,33.4637,B78,C
610,0,2,"Brown, Mr. William",male,23,1,0,237736,15.4111,,S
611,0,1,"Moore, Mr. Thomas",male,12,0,1,248706,195.5199,,C
612,0,3,"Jackson, Mr. Samuel",male,,0,0,A/5 21171,18.6234,,S
613,0,2,"Jackson, Mr. Samuel",male,19,0,2,17463,26.7868,,S
614,1,3,"Brown, Mrs. William (Sarah)",female,35,0,0,347082,5.6624,B78,S
615,0,3,"Brown, Mr. William",male,39,1,0,330877,9.6952,C123,C
616,0,3,"Taylor, Miss. Annie",female,20,0,0,244373,7.4533,C103,S
617,0,1,"Jones, Mr. Robert",male,33,0,1,349909,176.7039,E46,S
618,0,3,"Jackson, Mr. Samuel",male,,0,2,19952,13.7852,,Q
619,1,1,"Wilson, Miss. Margaret",female,22,0,3,113783,46.3484,E101,S
620,1,1,"Smith, Mr. John",male,30,0,2,13502,128.9857,C123,S
621,0,3,"Wilson, Mr. George",male,26,0,0,2649,14.6547,,S
622,0,3,"Davis, Mr. James",male,1,2,1,350406,6.3378,,C
623,1,2,"Brown, Mrs. William (Sarah)",female,38,1,0,347082,30.5489,E46,S
624,0,3,"Wilson, Mr. George",male,41,0,0,248706,16.3474,,S
625,0,3,"Anderson, Mr. Joseph",male,50,1,2,382652,12.9092,,S
626,1,2,"Anderson, Mrs. Joseph (Bertha)",female,24,0,2,19952,35.2461,C103,S
627,0,1,"Jackson, Mr. Samuel",male,,0,0,237736,140.6497,,S
628,1,3,"Smith, Mrs. John (Mary)",female,,0,1,PP 9549,17.6436,,C
629,1,2,"Jones, Miss. Alice",female,5,2,1,373450,16.3321,,S
630,0,2,"Jackson, Mr. Samuel",male,37,0,0,13502,22.1527,B78,S
631,1,3,"Smith, Mr. John",male,50,0,0,349909,7.862,,S
632,1,3,"Taylor, Mr. Henry",male,25,1,0,248706,6.2914,,C
633,1,1,"Jackson, Mr. Samuel",male,,2,0,PP 9549,175.4644,,S
634,0,3,"Taylor, Miss. Annie",female,,0,0,PP 9549,19.6923,E101,Q
635,1,1,"Smith, Mr. John",male,24,1,0,2649,35.6233,C103,S
636,1,1,"Moore, Mrs. Thomas (Clara)",female,1,0,2,PP 9549,85.6837,,S
637,0,3,"Taylor, Mr. Henry",male,11,2,1,350406,15.728,,S
638,1,3,"Jackson, Miss. Florence",female,27,1,1,113803,17.668,,S
639,0,3,"Miller, Mr. Charles",male,,0,0,2649,19.9065,,S
640,1,1,"Moore, Mr. Thomas",male,24,1,0,373450,36.1415,,S
641,1,3,"Brown, Mr. William",male,36,1,1,PC 17599,13.3553,A12,S
642,0,3,"Anderson, Mr. Joseph",male,33,0,1,373450,19.2108,,Q
643,0,1,"Taylor, Mr. Henry",male,24,1,0,347082,158.3438,,S
644,0,2,"Anderson, Mr. Joseph",male,16,0,1,237736,20.2396,,S
645,1,2,"Davis, Miss. Emma",female,33,0,0,248706,22.6517,,C
646,1,3,"Anderson, Mrs. Joseph (Bertha)",female,8,0,1,113783,15.7644,,S
647,0,2,"Jackson, Miss. Florence",female,,1,0,PP 9549,29.244,,Q
648,1,2,"Miller, Mrs. Charles (Helen)",female,26,1,0,350406,20.3247,A12,S
649,0,2,"Davis, Mr. James",male,34,1,1,PC 17599,22.1352,C85,S
650,1,3,"Anderson, Mr. Joseph",male,10,0,0,345763,8.206,F33,S
651,1,2,"Miller, Mr. Charles",male,,0,0,373450,34.9669,C103,Q
652,1,3,"Smith, Mrs. John (Mary)",female,21,2,0,347742,13.5865,D56,S
653,1,3,"Wilson, Miss. Margaret",female,27,0,0,19952,13.9332,C85,S
654,1,3,"Moore, Mrs. Thomas (Clara)",female,28,1,0,113803,6.4698,C103,S
655,1,1,"Anderson, Mrs. Joseph (Bertha)",female,39,0,0,19952,127.9419,G6,S
656,1,3,"Taylor, Mr. Henry",male,44,1,0,345763,6.9069,,Q
657,1,1,"Jackson, Mr. Samuel",male,23,2,0,373450,191.5688,C103,S
658,0,2,"Jackson, Mr. Samuel",male,38,0,0,PP 9549,14.2861,C103,S
659,0,3,"Moore, Mr. Thomas",male,38,0,0,19952,18.0564,B78,S
660,0,3,"Taylor, Mr. Henry",male,43,0,0,113803,16.4252,,S
661,0,3,"Taylor, Miss. Annie",female,6,0,0,17463,19.3712,,S
662,0,3,"Jackson, Mr. Samuel",male,25,0,0,349909,14.2806,,Q
663,0,3,"Davis, Mr. James",male,,0,2,113803,9.1244,,C
664,0,3,"Moore, Mr. Thomas",male,12,1,0,113783,11.5553,,Q
665,0,2,"Brown, Mr. William",male,18,1,0,17463,38.5649,,S
666,0,1,"Jones, Mr. Robert",male,27,0,0,347742,90.7148,,S
667,0,3,"Taylor, Mr. Henry",male,30,0,0,347742,11.1061,,C
668,0,3,"Brown, Mr. William",male,16,0,1,382652,14.7733,C85,C
669,1,1,"Anderson, Mr. Joseph",male,43,1,0,A/5 21171,99.1567,D56,S
670,1,3,"Miller, Mrs. Charles (Helen)",female,25,0,0,350406,18.8272,,S
671,0,3,"Jones, Miss. Alice",female,33,0,0,237736,6.3457,,Q
672,1,3,"Taylor, Mr. Henry",male,20,1,2,113783,14.5275,,S
673,0,2,"Brown, Mr. William",male,51,0,0,244373,37.0433,C103,Q
674,0,3,"Taylor, Mr. Henry",male,32,0,0,350406,17.4813,,S
675,1,3,"Davis, Mr. James",male,,1,0,347742,11.9404,D56,S
676,1,3,"Taylor, Miss. Annie",female,25,0,1,237736,8.3172,E46,S
677,0,3,"Miller, Mrs. Charles (Helen)",female,19,3,0,244373,6.6642,E101,Q
678,0,1,"Jackson, Mr. Samuel",male,21,0,0,237736,47.3004,,Q
679,1,1,"Taylor, Miss. Annie",female,12,0,0,PC 17599,123.0203,,C
680,0,3,"Davis, Mr. James",male,24,0,0,248706,5.652,,S
681,0,3,"Davis, Mr. James",male,33,1,1,347742,19.854,C103,S
682,0,1,"Wilson, Mr. George",male,,0,0,373450,29.2041,,S
